meet,rcDate,rcNo,rcDist,hrNo,hrNm,jkNm,trNm,wght,hrWght,age,sex,rcTime,s1f,g3f,ordBigo,trackCond,weather,ord,winOdds,plcOdds
1,20250630,6,1400,6,청룡,유현명,정해성,58.7,498.0,7,암,80.5,9.6,36.9,1-2-7,양호,맑음,1,25.1,1.8
1,20250630,6,1400,7,크리스탈,송재광,박재형,54.1,451.0,3,암,84.1,9.1,41.0,4-8-6,양호,맑음,8,0.0,0.0
1,20250630,6,1400,8,에메랴르드,이승헌,정길상,55.8,445.0,3,암,83.1,8.2,30.5,6-8-2,양호,맑음,2,0.0,2.4
2,20250630,7,1800,1,뉴레전드,한동훈,오창근,55.9,480.0,6,거,108.3,14.2,43.9,8-1-5,양호,흐림,5,0.0,0.0
2,20250630,7,1800,2,돌풍,문세영,최두환,54.5,497.0,5,거,106.9,15.4,39.2,7-2-6,양호,흐림,2,0.0,1.7
2,20250630,7,1800,3,신바람,박찬호,정길상,55.5,484.0,4,거,106.6,10.2,42.7,4-6-7,양호,흐림,1,2.1,4.3
2,20250630,7,1800,4,플라잉킹,김태완,김영관,57.5,477.0,8,암,106.9,13.7,43.9,1-7-5,양호,흐림,4,0.0,0.0
2,20250630,7,1800,5,명마왕,장석현,최두환,54.6,484.0,8,수,109.0,11.0,47.8,5-8-5,양호,흐림,8,0.0,0.0
2,20250630,7,1800,6,골드러시,김용근,김영관,55.1,452.0,5,암,107.4,9.1,40.4,4-7-5,양호,흐림,3,0.0,1.6
2,20250630,7,1800,7,크리스탈,정성원,박배진,52.9,480.0,7,암,108.3,16.3,50.5,7-4-1,양호,흐림,7,0.0,0.0
2,20250630,7,1800,8,최강마,송재광,오창근,53.0,461.0,6,거,107.8,9.7,54.4,8-2-7,양호,흐림,6,0.0,0.0
1,20250630,8,1400,1,빛나는별,김용근,조순호,52.3,460.0,7,거,83.2,9.3,35.1,1-3-6,양호,비,4,0.0,0.0
1,20250630,8,1400,2,뉴레전드,송재광,박재형,57.3,480.0,5,암,82.3,7.6,31.3,11-1-4,양호,비,7,0.0,0.0
1,20250630,8,1400,3,챔피언쉽,김민기,박재형,53.9,503.0,6,거,84.4,9.4,31.8,8-12-2,양호,비,12,0.0,0.0
1,20250630,8,1400,4,다이아몬드,박태종,박배진,52.9,461.0,7,수,83.2,10.6,36.7,9-9-12,양호,비,10,0.0,0.0
1,20250630,8,1400,5,비상마,문세영,오창근,55.2,484.0,3,암,84.2,8.1,35.5,9-2-4,양호,비,9,0.0,0.0
1,20250630,8,1400,6,청룡,장석현,김동수,56.4,514.0,8,암,81.3,8.9,33.7,10-11-9,양호,비,1,8.6,1.3
1,20250630,8,1400,7,에이스,최보경,조순호,56.9,487.0,8,거,84.9,10.8,35.2,7-10-5,양호,비,11,0.0,0.0
1,20250630,8,1400,8,루비스타,김민기,김영관,54.3,487.0,5,수,82.7,12.0,31.1,10-3-12,양호,비,2,0.0,7.5
1,20250630,8,1400,9,하늘바람,최보경,이재형,52.4,495.0,6,암,84.1,12.7,32.5,12-1-6,양호,비,6,0.0,0.0
1,20250630,8,1400,10,사파이어,유현명,김영관,55.3,474.0,8,거,83.6,7.3,40.1,9-7-4,양호,비,8,0.0,0.0
1,20250630,8,1400,11,파워블레이드,박찬호,김동수,53.7,518.0,8,암,82.5,7.9,36.4,6-6-10,양호,비,3,0.0,8.0
1,20250630,8,1400,12,매직타임,문세영,오창근,55.4,444.0,7,수,83.3,10.4,37.3,5-9-10,양호,비,5,0.0,0.0
3,20250630,9,1600,1,전설마,김태완,오창근,58.1,479.0,6,거,95.2,10.4,46.6,8-5-6,포슬,흐림,6,0.0,0.0
3,20250630,9,1600,2,영웅호,이찬호,조순호,57.5,504.0,3,암,94.3,10.9,37.2,5-7-7,포슬,흐림,7,0.0,0.0
3,20250630,9,1600,3,에메랴르드,박태종,이재형,58.0,455.0,6,수,95.0,9.2,37.3,7-11-6,포슬,흐림,8,0.0,0.0
3,20250630,9,1600,4,신바람,최보경,최두환,54.4,514.0,3,수,93.1,12.4,43.0,3-2-3,포슬,흐림,1,15.8,4.5
3,20250630,9,1600,5,비상마,김용근,박재형,53.3,501.0,6,거,96.6,10.8,46.8,11-8-5,포슬,흐림,11,0.0,0.0
3,20250630,9,1600,6,자이언트,박찬호,이재형,57.3,489.0,6,암,93.4,7.7,34.9,12-2-2,포슬,흐림,3,0.0,6.3
3,20250630,9,1600,7,썬더볼트,김태완,박배진,57.7,460.0,7,수,94.6,12.4,48.7,9-1-2,포슬,흐림,2,0.0,3.6
3,20250630,9,1600,8,루비스타,이승헌,최두환,55.6,472.0,8,수,95.1,11.5,42.0,2-3-10,포슬,흐림,4,0.0,0.0
3,20250630,9,1600,9,레드썬더,최보경,김동수,55.1,503.0,3,수,95.6,14.3,38.7,12-7-5,포슬,흐림,10,0.0,0.0
3,20250630,9,1600,10,뉴레전드,장석현,이재형,56.5,474.0,4,수,95.0,13.1,47.2,4-9-5,포슬,흐림,9,0.0,0.0
3,20250630,9,1600,11,파워블레이드,이찬호,정해성,54.4,474.0,8,거,95.0,11.6,39.6,1-8-9,포슬,흐림,5,0.0,0.0
3,20250630,9,1600,12,브레이브,김태완,이재형,54.6,461.0,7,거,95.2,8.6,35.9,9-12-4,포슬,흐림,12,0.0,0.0
2,20250630,10,1000,1,브레이브,유현명,이재형,58.6,452.0,8,거,59.2,9.1,23.7,10-8-10,양호,눈,10,0.0,0.0
2,20250630,10,1000,2,코스모스,김민기,김영관,55.2,512.0,6,암,58.4,8.1,24.1,3-8-3,양호,눈,3,0.0,1.8
2,20250630,10,1000,3,뉴스타,문세영,조순호,58.1,484.0,6,암,59.3,7.8,28.6,6-1-9,양호,눈,9,0.0,0.0
2,20250630,10,1000,4,실버윙,문세영,김영관,56.2,471.0,4,거,59.9,8.2,22.6,4-1-7,양호,눈,8,0.0,0.0
2,20250630,10,1000,5,에메랴르드,최보경,조순호,54.3,484.0,4,암,59.2,5.8,28.5,4-5-1,양호,눈,1,15.2,3.8
2,20250630,10,1000,6,독수리,문세영,김영관,55.6,497.0,6,거,59.2,6.7,26.3,2-7-6,양호,눈,7,0.0,0.0
2,20250630,10,1000,7,매직타임,김용근,박재형,53.8,513.0,5,거,59.1,5.4,24.7,4-9-6,양호,눈,6,0.0,0.0
2,20250630,10,1000,8,스타라이트,김민기,김영관,55.3,490.0,6,수,58.9,7.9,26.6,6-4-10,양호,눈,2,0.0,6.9
2,20250630,10,1000,9,탑클래스,유현명,이재형,55.8,517.0,7,거,58.7,8.3,29.5,7-10-10,양호,눈,4,0.0,0.0
2,20250630,10,1000,10,윈드러너,최보경,오창근,58.9,482.0,4,거,58.7,9.3,27.4,1-5-6,양호,눈,5,0.0,0.0
2,20250701,1,1300,1,번개호,최보경,정해성,53.1,459.0,7,수,77.1,10.7,29.5,11-11-9,양호,맑음,3,0.0,5.4
2,20250701,1,1300,2,사파이어,이승헌,정길상,54.7,505.0,7,거,78.1,6.8,29.8,1-12-10,양호,맑음,6,0.0,0.0
2,20250701,1,1300,3,최강마,정성원,조순호,53.2,450.0,3,수,78.1,6.5,29.5,1-2-12,양호,맑음,9,0.0,0.0
2,20250701,1,1300,4,무적호,정성원,오창근,55.2,470.0,3,거,76.1,11.1,33.2,10-11-9,양호,맑음,1,5.5,3.2
2,20250701,1,1300,5,프라이드,송재광,정해성,57.0,450.0,7,암,77.2,6.4,30.9,7-2-5,양호,맑음,5,0.0,0.0
2,20250701,1,1300,6,레드썬더,문세영,조순호,58.3,463.0,5,수,77.5,10.4,34.7,10-9-1,양호,맑음,8,0.0,0.0
2,20250701,1,1300,7,퍼펙트,박태종,정해성,53.9,503.0,7,암,77.0,10.4,30.2,7-10-6,양호,맑음,7,0.0,0.0
2,20250701,1,1300,8,골드러시,장석현,김영관,52.2,456.0,3,수,76.5,8.9,36.6,1-6-5,양호,맑음,2,0.0,5.0
2,20250701,1,1300,9,드래곤킹,김태완,최두환,54.7,507.0,5,암,78.1,6.5,35.4,7-11-7,양호,맑음,4,0.0,0.0
2,20250701,1,1300,10,챔피언쉽,박찬호,박재형,52.6,441.0,8,수,78.7,8.9,31.9,12-2-12,양호,맑음,12,0.0,0.0
2,20250701,1,1300,11,행운마,장석현,조순호,58.9,440.0,6,거,76.7,9.1,29.2,10-5-10,양호,맑음,10,0.0,0.0
2,20250701,1,1300,12,에이스,이승헌,정길상,55.7,441.0,7,거,78.2,10.2,32.0,4-5-9,양호,맑음,11,0.0,0.0
1,20250701,2,1800,1,에이스,박태종,최두환,52.5,442.0,7,수,108.7,12.1,43.8,10-8-7,포슬,비,12,0.0,0.0
1,20250701,2,1800,2,무적호,문세영,최두환,53.7,442.0,3,암,106.0,10.0,52.6,8-11-9,포슬,비,2,0.0,3.8
1,20250701,2,1800,3,영웅호,최보경,박배진,57.8,455.0,3,수,107.3,10.9,39.6,10-6-3,포슬,비,5,0.0,0.0
1,20250701,2,1800,4,행운마,유현명,정해성,54.5,481.0,3,거,107.7,12.3,45.4,2-11-12,포슬,비,11,0.0,0.0
1,20250701,2,1800,5,사파이어,김용근,정해성,54.1,488.0,3,거,107.7,9.6,48.8,9-3-5,포슬,비,7,0.0,0.0
1,20250701,2,1800,6,태풍호,유현명,최두환,57.0,472.0,4,수,108.6,11.7,41.6,10-8-6,포슬,비,9,0.0,0.0
1,20250701,2,1800,7,빛나는별,정성원,최두환,52.5,444.0,8,암,105.6,15.8,53.1,12-12-6,포슬,비,3,0.0,7.5
1,20250701,2,1800,8,결승타,조성곤,이재형,52.7,484.0,8,수,107.0,10.6,45.9,6-7-9,포슬,비,6,0.0,0.0
1,20250701,2,1800,9,백마왕,김용근,정길상,57.9,451.0,5,거,107.5,12.8,38.9,1-12-1,포슬,비,4,0.0,0.0
1,20250701,2,1800,10,하늘바람,유현명,오창근,53.5,496.0,5,암,107.8,12.0,54.3,3-4-3,포슬,비,8,0.0,0.0
1,20250701,2,1800,11,로얄킹,조성곤,정해성,58.9,480.0,7,암,108.2,13.6,53.2,1-1-2,포슬,비,10,0.0,0.0
1,20250701,2,1800,12,신바람,이승헌,박배진,56.6,513.0,7,거,106.0,10.5,49.1,8-4-2,포슬,비,1,5.4,2.7
2,20250701,3,1000,1,행운마,김용근,정해성,58.2,449.0,8,수,59.5,5.7,23.7,1-6-4,양호,맑음,10,0.0,0.0
2,20250701,3,1000,2,코스모스,장석현,정해성,52.4,486.0,4,암,59.0,4.8,25.7,10-6-1,양호,맑음,4,0.0,0.0
2,20250701,3,1000,3,로얄킹,문세영,정해성,53.8,496.0,8,암,59.2,5.3,27.3,9-6-5,양호,맑음,9,0.0,0.0
2,20250701,3,1000,4,자이언트,이찬호,이재형,57.6,482.0,6,암,56.9,7.2,25.6,6-3-10,양호,맑음,1,16.9,2.4
2,20250701,3,1000,5,번개호,조성곤,박재형,58.7,501.0,6,거,59.2,8.1,21.5,9-3-8,양호,맑음,7,0.0,0.0
2,20250701,3,1000,6,백마왕,이찬호,박재형,57.7,447.0,8,암,57.8,8.1,22.0,1-3-6,양호,맑음,2,0.0,1.5
2,20250701,3,1000,7,결승타,박태종,박배진,56.6,472.0,8,암,57.6,5.7,24.5,4-6-8,양호,맑음,6,0.0,0.0
2,20250701,3,1000,8,뉴스타,조성곤,박배진,57.3,506.0,5,거,59.8,8.7,23.6,1-7-5,양호,맑음,8,0.0,0.0
2,20250701,3,1000,9,파워블레이드,정성원,오창근,52.3,474.0,4,거,59.0,7.3,23.4,5-5-9,양호,맑음,3,0.0,6.7
2,20250701,3,1000,10,전설마,정성원,조순호,55.8,517.0,5,거,58.9,8.4,25.8,5-7-3,양호,맑음,5,0.0,0.0
2,20250701,4,1000,1,파이널킹,문세영,박배진,58.6,512.0,5,거,58.6,5.1,25.7,5-1-10,양호,맑음,3,0.0,7.7
2,20250701,4,1000,2,번개호,유현명,조순호,52.7,447.0,3,암,59.5,6.5,25.3,2-10-1,양호,맑음,6,0.0,0.0
2,20250701,4,1000,3,뉴스타,김용근,김동수,57.6,496.0,6,거,59.8,7.8,22.1,3-3-1,양호,맑음,9,0.0,0.0
2,20250701,4,1000,4,천둥호,박찬호,최두환,54.6,459.0,5,수,58.5,7.8,22.0,1-2-3,양호,맑음,4,0.0,0.0
2,20250701,4,1000,5,뉴레전드,김용근,정해성,58.3,503.0,7,수,58.6,6.2,30.4,3-7-1,양호,맑음,7,0.0,0.0
2,20250701,4,1000,6,챔피언쉽,유현명,김동수,52.8,457.0,8,암,60.0,9.0,29.4,10-5-8,양호,맑음,10,0.0,0.0
2,20250701,4,1000,7,결승타,한동훈,최두환,54.4,475.0,3,암,59.3,8.7,25.6,4-3-8,양호,맑음,2,0.0,7.4
2,20250701,4,1000,8,퍼펙트,최보경,박배진,52.3,468.0,8,수,59.4,7.8,24.4,4-2-1,양호,맑음,5,0.0,0.0
2,20250701,4,1000,9,파워블레이드,문세영,오창근,54.0,494.0,4,수,59.2,8.7,27.1,4-10-2,양호,맑음,1,17.0,3.5
2,20250701,4,1000,10,최강마,문세영,박재형,54.4,515.0,4,거,60.1,6.6,25.4,5-2-2,양호,맑음,8,0.0,0.0
3,20250701,5,1700,1,무적호,문세영,김동수,54.7,443.0,6,거,99.6,14.8,45.1,1-1-7,다습,흐림,1,23.0,5.0
3,20250701,5,1700,2,파이널킹,최보경,오창근,58.6,513.0,7,거,101.3,8.0,43.8,8-8-5,다습,흐림,5,0.0,0.0
3,20250701,5,1700,3,에메랴르드,문세영,조순호,59.0,480.0,8,수,100.7,12.7,47.1,4-5-5,다습,흐림,3,0.0,7.9
3,20250701,5,1700,4,블루문,최보경,김동수,58.0,442.0,6,수,101.7,12.3,41.5,6-6-1,다습,흐림,7,0.0,0.0
3,20250701,5,1700,5,뉴스타,이찬호,이재형,56.4,506.0,3,암,102.2,11.6,50.5,5-3-7,다습,흐림,9,0.0,0.0
3,20250701,5,1700,6,플라잉킹,김용근,박재형,52.7,483.0,4,거,101.2,12.3,46.0,3-4-4,다습,흐림,8,0.0,0.0
3,20250701,5,1700,7,결승타,조성곤,김동수,58.0,446.0,8,거,100.5,14.0,45.1,7-1-6,다습,흐림,4,0.0,0.0
3,20250701,5,1700,8,매직타임,이찬호,정길상,56.5,517.0,7,수,101.2,14.3,43.7,1-3-2,다습,흐림,6,0.0,0.0
3,20250701,5,1700,9,스타라이트,유현명,오창근,54.7,458.0,4,거,100.3,12.5,37.1,6-8-6,다습,흐림,2,0.0,4.9
2,20250702,6,1700,1,뉴레전드,문세영,조순호,58.7,459.0,8,수,102.7,14.1,39.1,3-8-6,다습,비,5,0.0,0.0
2,20250702,6,1700,2,명마왕,김태완,박배진,53.3,460.0,6,수,101.9,14.4,46.8,1-8-2,다습,비,7,0.0,0.0
2,20250702,6,1700,3,루비스타,유현명,김동수,57.9,458.0,7,거,99.9,8.3,38.8,3-2-3,다습,비,1,6.6,1.9
2,20250702,6,1700,4,에메랴르드,유현명,김동수,58.3,482.0,3,거,101.0,12.6,51.1,1-6-2,다습,비,3,0.0,2.0
2,20250702,6,1700,5,영웅호,박찬호,김영관,57.4,480.0,4,거,100.5,12.4,40.8,2-6-8,다습,비,2,0.0,3.1
2,20250702,6,1700,6,브레이브,김민기,정해성,53.2,495.0,6,수,102.1,12.5,36.1,6-4-8,다습,비,6,0.0,0.0
2,20250702,6,1700,7,크리스탈,정성원,최두환,58.0,445.0,6,거,102.6,12.8,38.1,8-3-5,다습,비,8,0.0,0.0
2,20250702,6,1700,8,천둥호,김태완,박재형,58.1,493.0,7,암,101.1,9.2,46.9,3-1-1,다습,비,4,0.0,0.0
1,20250702,7,1300,1,번개호,유현명,오창근,58.8,517.0,7,수,78.1,9.4,29.2,3-1-3,포슬,맑음,8,0.0,0.0
1,20250702,7,1300,2,골드러시,문세영,조순호,58.9,462.0,8,수,78.5,10.1,30.7,3-8-8,포슬,맑음,5,0.0,0.0
1,20250702,7,1300,3,에메랴르드,김태완,이재형,56.9,448.0,5,수,76.4,10.4,27.7,9-2-7,포슬,맑음,4,0.0,0.0
1,20250702,7,1300,4,신바람,김태완,정길상,54.9,472.0,3,암,74.7,9.7,37.3,10-4-8,포슬,맑음,1,23.7,4.2
1,20250702,7,1300,5,루비스타,이승헌,정해성,54.5,512.0,3,수,75.8,9.7,30.4,1-3-10,포슬,맑음,2,0.0,3.2
1,20250702,7,1300,6,코스모스,유현명,오창근,56.8,505.0,8,거,76.7,6.8,30.5,1-3-10,포슬,맑음,6,0.0,0.0
1,20250702,7,1300,7,챔피언쉽,김민기,박배진,53.5,516.0,3,거,79.1,7.5,36.5,9-5-2,포슬,맑음,10,0.0,0.0
1,20250702,7,1300,8,드래곤킹,최보경,오창근,54.7,452.0,3,수,76.5,11.1,30.5,7-8-1,포슬,맑음,7,0.0,0.0
1,20250702,7,1300,9,태풍호,정성원,정길상,54.6,485.0,5,암,77.7,12.4,33.4,8-1-7,포슬,맑음,9,0.0,0.0
1,20250702,7,1300,10,백마왕,이찬호,오창근,58.5,447.0,7,수,76.0,10.5,32.1,5-10-5,포슬,맑음,3,0.0,1.3
2,20250702,8,1800,1,크리스탈,이승헌,조순호,52.9,454.0,4,수,108.2,11.6,51.8,5-3-5,불량,흐림,12,0.0,0.0
2,20250702,8,1800,2,탑클래스,이찬호,오창근,56.7,514.0,8,거,107.5,11.0,48.5,6-5-11,불량,흐림,3,0.0,7.5
2,20250702,8,1800,3,다이아몬드,김용근,김영관,56.8,508.0,8,거,108.2,15.5,39.3,8-10-11,불량,흐림,7,0.0,0.0
2,20250702,8,1800,4,에이스,최보경,김영관,57.2,514.0,4,거,107.8,13.5,49.8,2-11-10,불량,흐림,10,0.0,0.0
2,20250702,8,1800,5,결승타,최보경,오창근,53.8,456.0,5,거,107.5,15.2,53.4,5-8-3,불량,흐림,1,10.1,2.8
2,20250702,8,1800,6,비상마,송재광,김동수,56.7,469.0,4,수,108.7,10.8,41.5,1-12-4,불량,흐림,8,0.0,0.0
2,20250702,8,1800,7,파이널킹,유현명,김영관,56.9,469.0,8,암,108.0,13.0,44.2,12-5-6,불량,흐림,4,0.0,0.0
2,20250702,8,1800,8,파워블레이드,장석현,정해성,57.4,471.0,8,암,106.2,12.8,42.1,8-7-10,불량,흐림,2,0.0,1.9
2,20250702,8,1800,9,브레이브,김민기,박재형,57.1,515.0,8,수,108.5,11.8,42.8,7-6-10,불량,흐림,11,0.0,0.0
2,20250702,8,1800,10,최강마,이승헌,박재형,54.8,514.0,7,수,108.1,14.7,44.7,7-4-5,불량,흐림,9,0.0,0.0
2,20250702,8,1800,11,프라이드,김용근,김영관,53.2,463.0,3,거,107.7,13.0,52.8,6-10-5,불량,흐림,6,0.0,0.0
2,20250702,8,1800,12,뉴레전드,정성원,김영관,57.7,455.0,6,암,107.7,13.5,42.9,10-7-7,불량,흐림,5,0.0,0.0
1,20250702,9,2000,1,뉴스타,문세영,박재형,56.6,487.0,4,암,120.4,16.8,46.0,2-5-6,다습,맑음,8,0.0,0.0
1,20250702,9,2000,2,다이아몬드,송재광,박재형,53.5,505.0,6,암,118.8,14.8,47.2,4-2-1,다습,맑음,5,0.0,0.0
1,20250702,9,2000,3,명마왕,문세영,박배진,56.5,498.0,6,수,120.7,18.1,57.2,3-2-2,다습,맑음,9,0.0,0.0
1,20250702,9,2000,4,백마왕,김태완,박배진,55.1,513.0,7,암,119.6,11.9,44.6,5-3-7,다습,맑음,1,10.3,2.3
1,20250702,9,2000,5,골드러시,송재광,박배진,57.6,461.0,8,수,119.6,15.2,55.1,2-8-4,다습,맑음,2,0.0,5.7
1,20250702,9,2000,6,퍼펙트,한동훈,이재형,58.1,515.0,8,암,119.7,10.2,51.7,3-4-8,다습,맑음,6,0.0,0.0
1,20250702,9,2000,7,프라이드,이승헌,정해성,52.9,474.0,8,암,120.0,12.3,45.8,1-2-5,다습,맑음,4,0.0,0.0
1,20250702,9,2000,8,사파이어,송재광,정길상,56.5,444.0,8,암,119.5,15.1,57.6,9-2-1,다습,맑음,3,0.0,7.6
1,20250702,9,2000,9,실버윙,송재광,김동수,54.3,482.0,3,암,120.6,10.2,60.0,3-3-2,다습,맑음,7,0.0,0.0
1,20250702,10,1800,1,로얄킹,이찬호,오창근,56.4,468.0,4,거,108.2,13.1,44.7,1-10-11,양호,맑음,11,0.0,0.0
1,20250702,10,1800,2,백마왕,김용근,최두환,57.1,508.0,4,거,106.9,11.6,49.8,6-11-11,양호,맑음,3,0.0,4.4
1,20250702,10,1800,3,챔피언쉽,이찬호,조순호,53.0,452.0,8,거,108.5,14.4,46.1,10-4-9,양호,맑음,12,0.0,0.0
1,20250702,10,1800,4,천둥호,최보경,최두환,53.2,463.0,6,수,106.8,13.5,51.5,6-4-3,양호,맑음,4,0.0,0.0
1,20250702,10,1800,5,태풍호,이찬호,오창근,55.0,481.0,3,수,107.3,12.4,39.8,9-8-1,양호,맑음,10,0.0,0.0
1,20250702,10,1800,6,빛나는별,정성원,이재형,54.7,480.0,3,수,106.4,14.7,50.7,7-1-2,양호,맑음,2,0.0,6.6
1,20250702,10,1800,7,번개호,문세영,정해성,52.9,472.0,5,거,107.9,13.4,54.6,4-9-11,양호,맑음,8,0.0,0.0
1,20250702,10,1800,8,신바람,정성원,이재형,56.9,517.0,6,암,105.6,13.5,50.8,12-5-9,양호,맑음,1,8.4,4.6
1,20250702,10,1800,9,뉴레전드,장석현,박재형,57.5,478.0,5,수,107.0,12.0,42.7,4-4-12,양호,맑음,9,0.0,0.0
1,20250702,10,1800,10,스피드킹,김용근,이재형,58.7,514.0,7,거,106.8,8.7,39.9,5-5-3,양호,맑음,5,0.0,0.0
1,20250702,10,1800,11,탑클래스,김태완,박배진,58.9,509.0,7,거,107.3,9.6,52.0,11-3-3,양호,맑음,7,0.0,0.0
1,20250702,10,1800,12,에메랴르드,김민기,김동수,54.8,470.0,7,암,106.0,16.4,43.8,11-1-7,양호,맑음,6,0.0,0.0
1,20250703,1,1200,1,골드러시,이승헌,김동수,53.6,485.0,5,암,71.1,9.7,33.6,3-1-2,다습,맑음,5,0.0,0.0
1,20250703,1,1200,2,천둥호,이찬호,오창근,53.2,493.0,7,수,70.7,10.0,32.3,8-6-7,다습,맑음,4,0.0,0.0
1,20250703,1,1200,3,플라잉킹,유현명,김동수,57.1,503.0,3,수,71.2,7.4,28.0,3-2-6,다습,맑음,6,0.0,0.0
1,20250703,1,1200,4,신바람,유현명,오창근,58.8,461.0,3,암,68.9,8.1,36.1,6-7-5,다습,맑음,2,0.0,6.6
1,20250703,1,1200,5,크리스탈,문세영,최두환,58.5,447.0,8,거,73.0,8.1,36.6,6-8-8,다습,맑음,8,0.0,0.0
1,20250703,1,1200,6,청룡,김태완,이재형,52.4,504.0,4,수,69.2,6.5,27.6,1-2-8,다습,맑음,1,27.0,2.0
1,20250703,1,1200,7,블루문,유현명,이재형,57.1,447.0,5,수,71.1,6.6,27.3,7-7-8,다습,맑음,7,0.0,0.0
1,20250703,1,1200,8,파워블레이드,정성원,최두환,56.5,472.0,7,수,69.4,10.0,30.7,3-7-8,다습,맑음,3,0.0,7.9
1,20250703,2,1300,1,골든파워,이찬호,조순호,58.6,495.0,8,거,77.8,10.4,29.7,2-11-7,양호,맑음,6,0.0,0.0
1,20250703,2,1300,2,독수리,김태완,박재형,53.3,516.0,8,암,76.2,10.7,34.7,3-4-2,양호,맑음,7,0.0,0.0
1,20250703,2,1300,3,매직타임,김용근,정길상,53.1,487.0,5,암,76.2,10.9,36.3,7-5-5,양호,맑음,5,0.0,0.0
1,20250703,2,1300,4,로얄킹,최보경,정해성,57.6,463.0,3,암,77.8,10.2,27.6,9-8-7,양호,맑음,11,0.0,0.0
1,20250703,2,1300,5,결승타,조성곤,박재형,55.8,501.0,6,거,76.5,8.4,33.4,8-5-2,양호,맑음,2,0.0,5.3
1,20250703,2,1300,6,태풍호,박찬호,조순호,54.7,468.0,8,암,78.1,11.9,30.1,1-1-7,양호,맑음,12,0.0,0.0
1,20250703,2,1300,7,무적호,이찬호,김동수,54.2,458.0,4,암,75.9,6.2,36.8,10-7-10,양호,맑음,1,5.0,3.3
1,20250703,2,1300,8,전설마,김용근,정해성,55.1,449.0,8,거,77.1,9.3,31.4,12-7-4,양호,맑음,4,0.0,0.0
1,20250703,2,1300,9,하늘바람,김태완,조순호,52.3,470.0,6,암,77.2,10.0,29.5,2-3-9,양호,맑음,9,0.0,0.0
1,20250703,2,1300,10,플라잉킹,김용근,정해성,54.9,457.0,5,암,77.4,7.0,28.5,10-5-9,양호,맑음,8,0.0,0.0
1,20250703,2,1300,11,비상마,최보경,박배진,57.9,501.0,7,암,77.6,8.9,38.4,11-7-4,양호,맑음,10,0.0,0.0
1,20250703,2,1300,12,파이널킹,조성곤,김동수,57.3,510.0,5,암,77.0,10.4,31.0,2-5-10,양호,맑음,3,0.0,2.8
3,20250703,3,1400,1,골드러시,정성원,박배진,53.2,458.0,7,거,83.5,8.6,34.8,8-4-10,다습,눈,2,0.0,1.8
3,20250703,3,1400,2,명마왕,한동훈,박배진,56.5,511.0,7,수,84.1,12.0,33.1,3-2-1,다습,눈,10,0.0,0.0
3,20250703,3,1400,3,광풍,송재광,최두환,55.1,445.0,4,수,82.1,7.6,36.1,8-6-5,다습,눈,4,0.0,0.0
3,20250703,3,1400,4,실버윙,송재광,박배진,54.4,463.0,8,암,83.9,11.2,34.8,10-3-3,다습,눈,5,0.0,0.0
3,20250703,3,1400,5,에이스,문세영,조순호,52.1,464.0,7,수,83.3,9.6,33.4,3-10-4,다습,눈,8,0.0,0.0
3,20250703,3,1400,6,결승타,최보경,정길상,57.8,451.0,8,수,82.6,11.8,30.6,4-8-6,다습,눈,1,9.1,1.9
3,20250703,3,1400,7,크리스탈,장석현,오창근,58.1,482.0,7,암,84.0,9.1,34.2,8-1-9,다습,눈,9,0.0,0.0
3,20250703,3,1400,8,비상마,박찬호,김영관,58.5,489.0,3,암,84.1,8.3,35.2,4-5-6,다습,눈,7,0.0,0.0
3,20250703,3,1400,9,레드썬더,박찬호,오창근,53.5,446.0,7,수,83.7,10.1,30.1,5-3-4,다습,눈,6,0.0,0.0
3,20250703,3,1400,10,골든파워,장석현,오창근,53.1,494.0,4,암,83.5,7.2,33.5,8-5-3,다습,눈,3,0.0,3.2
3,20250703,4,2000,1,로얄킹,장석현,박재형,54.7,487.0,3,수,120.2,10.7,56.8,11-11-8,포슬,맑음,12,0.0,0.0
3,20250703,4,2000,2,플라잉킹,이승헌,박재형,52.5,461.0,3,수,119.1,12.2,58.1,3-4-9,포슬,맑음,9,0.0,0.0
3,20250703,4,2000,3,갤럭시,박태종,김동수,58.6,453.0,7,암,120.7,15.1,46.5,6-3-8,포슬,맑음,10,0.0,0.0
3,20250703,4,2000,4,천둥호,박태종,김동수,57.1,500.0,4,수,119.5,10.8,44.9,10-4-1,포슬,맑음,8,0.0,0.0
3,20250703,4,2000,5,무적호,김용근,정길상,52.9,472.0,3,수,118.9,11.8,58.8,1-4-4,포슬,맑음,2,0.0,4.8
3,20250703,4,2000,6,골든파워,조성곤,오창근,55.3,445.0,8,암,118.5,10.7,59.7,6-1-8,포슬,맑음,7,0.0,0.0
3,20250703,4,2000,7,스피드킹,장석현,오창근,53.0,478.0,7,수,118.5,12.7,57.6,12-1-3,포슬,맑음,3,0.0,7.5
3,20250703,4,2000,8,행운마,조성곤,김동수,53.5,446.0,4,거,120.9,17.5,55.9,5-8-3,포슬,맑음,11,0.0,0.0
3,20250703,4,2000,9,코스모스,이찬호,정길상,53.5,497.0,4,암,119.0,10.4,53.4,2-10-12,포슬,맑음,5,0.0,0.0
3,20250703,4,2000,10,썬더볼트,박태종,정길상,52.6,497.0,4,수,118.7,15.2,44.8,6-1-8,포슬,맑음,1,11.8,3.2
